file,label
american/speaker_03/american_s03_072.wav,american
bangla/speaker_01/bangla_s01_017.wav,bangla
malayalam/speaker_03/malayalam_s03_203.wav,malayalam
american/speaker_03/american_s03_136.wav,american
bangla/speaker_02/bangla_s02_515.wav,bangla
odiya/speaker_01/odiya_s01_158.wav,odiya
indian/speaker_02/indian_s02_573.wav,indian
american/speaker_02/american_s02_613.wav,american
malayalam/speaker_03/malayalam_s03_624.wav,malayalam
american/speaker_04/american_s04_379.wav,american
american/speaker_08/american_s08_592.wav,american
welsh/speaker_01/welsh_s01_302.wav,welsh
american/speaker_07/american_s07_732.wav,american
malayalam/speaker_02/malayalam_s02_217.wav,malayalam
malayalam/speaker_03/malayalam_s03_022.wav,malayalam
telugu/speaker_02/telugu_s02_476.wav,telugu
malayalam/speaker_02/malayalam_s02_731.wav,malayalam
australian/speaker_01/australian_s01_694.wav,australian
british/speaker_01/british_s01_417.wav,british
odiya/speaker_01/odiya_s01_151.wav,odiya
bangla/speaker_01/bangla_s01_137.wav,bangla
british/speaker_01/british_s01_070.wav,british
american/speaker_01/american_s01_655.wav,american
american/speaker_06/american_s06_341.wav,american
american/speaker_01/american_s01_259.wav,american
british/speaker_01/british_s01_665.wav,british
telugu/speaker_02/telugu_s02_282.wav,telugu
american/speaker_05/american_s05_292.wav,american
indian/speaker_01/indian_s01_597.wav,indian
american/speaker_03/american_s03_273.wav,american
american/speaker_01/american_s01_221.wav,american
malayalam/speaker_01/malayalam_s01_701.wav,malayalam
malayalam/speaker_02/malayalam_s02_405.wav,malayalam
odiya/speaker_01/odiya_s01_278.wav,odiya
british/speaker_01/british_s01_176.wav,british
telugu/speaker_02/telugu_s02_453.wav,telugu
australian/speaker_02/australian_s02_111.wav,australian
british/speaker_01/british_s01_405.wav,british
odiya/speaker_01/odiya_s01_016.wav,odiya
british/speaker_01/british_s01_712.wav,british
odiya/speaker_01/odiya_s01_337.wav,odiya
american/speaker_01/american_s01_453.wav,american
malayalam/speaker_01/malayalam_s01_309.wav,malayalam
telugu/speaker_01/telugu_s01_305.wav,telugu
american/speaker_04/american_s04_680.wav,american
american/speaker_05/american_s05_339.wav,american
telugu/speaker_01/telugu_s01_755.wav,telugu
indian/speaker_02/indian_s02_720.wav,indian
welsh/speaker_01/welsh_s01_115.wav,welsh
american/speaker_03/american_s03_463.wav,american
indian/speaker_02/indian_s02_118.wav,indian
bangla/speaker_02/bangla_s02_471.wav,bangla
british/speaker_02/british_s02_366.wav,british
malayalam/speaker_01/malayalam_s01_567.wav,malayalam
malayalam/speaker_03/malayalam_s03_023.wav,malayalam
malayalam/speaker_03/malayalam_s03_869.wav,malayalam
american/speaker_05/american_s05_375.wav,american
odiya/speaker_01/odiya_s01_064.wav,odiya
telugu/speaker_02/telugu_s02_266.wav,telugu
telugu/speaker_02/telugu_s02_702.wav,telugu
american/speaker_07/american_s07_531.wav,american
australian/speaker_01/australian_s01_603.wav,australian
british/speaker_01/british_s01_602.wav,british
malayalam/speaker_03/malayalam_s03_368.wav,malayalam
american/speaker_07/american_s07_445.wav,american
telugu/speaker_01/telugu_s01_363.wav,telugu
british/speaker_02/british_s02_125.wav,british
australian/speaker_01/australian_s01_333.wav,australian
malayalam/speaker_01/malayalam_s01_065.wav,malayalam
malayalam/speaker_03/malayalam_s03_000.wav,malayalam
bangla/speaker_01/bangla_s01_071.wav,bangla
american/speaker_04/american_s04_600.wav,american
american/speaker_02/american_s02_591.wav,american
malayalam/speaker_01/malayalam_s01_157.wav,malayalam
american/speaker_02/american_s02_197.wav,american
american/speaker_01/american_s01_228.wav,american
american/speaker_04/american_s04_483.wav,american
british/speaker_02/british_s02_604.wav,british
american/speaker_02/american_s02_717.wav,american
malayalam/speaker_03/malayalam_s03_782.wav,malayalam
british/speaker_01/british_s01_193.wav,british
american/speaker_05/american_s05_447.wav,american
australian/speaker_01/australian_s01_401.wav,australian
american/speaker_02/american_s02_307.wav,american
telugu/speaker_01/telugu_s01_268.wav,telugu
american/speaker_05/american_s05_445.wav,american
american/speaker_07/american_s07_139.wav,american
telugu/speaker_01/telugu_s01_077.wav,telugu
australian/speaker_02/australian_s02_320.wav,australian
british/speaker_02/british_s02_314.wav,british
telugu/speaker_02/telugu_s02_082.wav,telugu
american/speaker_08/american_s08_392.wav,american
bangla/speaker_01/bangla_s01_468.wav,bangla
indian/speaker_02/indian_s02_518.wav,indian
american/speaker_06/american_s06_429.wav,american
american/speaker_02/american_s02_241.wav,american
bangla/speaker_02/bangla_s02_479.wav,bangla
welsh/speaker_01/welsh_s01_625.wav,welsh
bangla/speaker_01/bangla_s01_664.wav,bangla
british/speaker_02/british_s02_267.wav,british
welsh/speaker_01/welsh_s01_159.wav,welsh
british/speaker_02/british_s02_603.wav,british
american/speaker_08/american_s08_247.wav,american
american/speaker_01/american_s01_573.wav,american
american/speaker_02/american_s02_466.wav,american
australian/speaker_01/australian_s01_233.wav,australian
indian/speaker_02/indian_s02_531.wav,indian
american/speaker_02/american_s02_111.wav,american
american/speaker_01/american_s01_245.wav,american
australian/speaker_01/australian_s01_041.wav,australian
indian/speaker_01/indian_s01_345.wav,indian
american/speaker_03/american_s03_615.wav,american
american/speaker_07/american_s07_368.wav,american
american/speaker_08/american_s08_661.wav,american
american/speaker_07/american_s07_359.wav,american
british/speaker_01/british_s01_495.wav,british
indian/speaker_01/indian_s01_710.wav,indian
american/speaker_08/american_s08_510.wav,american
australian/speaker_02/australian_s02_707.wav,australian
american/speaker_04/american_s04_203.wav,american
indian/speaker_02/indian_s02_555.wav,indian
british/speaker_01/british_s01_171.wav,british
indian/speaker_01/indian_s01_175.wav,indian
american/speaker_01/american_s01_518.wav,american
american/speaker_07/american_s07_726.wav,american
australian/speaker_02/australian_s02_260.wav,australian
american/speaker_05/american_s05_720.wav,american
indian/speaker_01/indian_s01_599.wav,indian
american/speaker_08/american_s08_351.wav,american
malayalam/speaker_02/malayalam_s02_544.wav,malayalam
american/speaker_08/american_s08_724.wav,american
welsh/speaker_01/welsh_s01_120.wav,welsh
indian/speaker_01/indian_s01_477.wav,indian
indian/speaker_02/indian_s02_613.wav,indian
american/speaker_05/american_s05_502.wav,american
telugu/speaker_01/telugu_s01_750.wav,telugu
american/speaker_05/american_s05_349.wav,american
welsh/speaker_01/welsh_s01_217.wav,welsh
british/speaker_01/british_s01_255.wav,british
malayalam/speaker_03/malayalam_s03_794.wav,malayalam
indian/speaker_01/indian_s01_003.wav,indian
indian/speaker_02/indian_s02_662.wav,indian
malayalam/speaker_02/malayalam_s02_484.wav,malayalam
american/speaker_01/american_s01_545.wav,american
welsh/speaker_01/welsh_s01_085.wav,welsh
bangla/speaker_01/bangla_s01_000.wav,bangla
indian/speaker_02/indian_s02_033.wav,indian
indian/speaker_02/indian_s02_198.wav,indian
american/speaker_06/american_s06_268.wav,american
american/speaker_02/american_s02_033.wav,american
malayalam/speaker_03/malayalam_s03_553.wav,malayalam
australian/speaker_01/australian_s01_171.wav,australian
telugu/speaker_01/telugu_s01_087.wav,telugu
indian/speaker_02/indian_s02_409.wav,indian
american/speaker_07/american_s07_711.wav,american
australian/speaker_01/australian_s01_278.wav,australian
american/speaker_04/american_s04_348.wav,american
american/speaker_01/american_s01_700.wav,american
british/speaker_02/british_s02_610.wav,british
american/speaker_07/american_s07_396.wav,american
australian/speaker_02/australian_s02_646.wav,australian
welsh/speaker_01/welsh_s01_174.wav,welsh
american/speaker_04/american_s04_438.wav,american
american/speaker_01/american_s01_378.wav,american
american/speaker_08/american_s08_505.wav,american
american/speaker_03/american_s03_321.wav,american
american/speaker_08/american_s08_727.wav,american
malayalam/speaker_03/malayalam_s03_231.wav,malayalam
malayalam/speaker_03/malayalam_s03_550.wav,malayalam
american/speaker_06/american_s06_726.wav,american
indian/speaker_02/indian_s02_378.wav,indian
american/speaker_08/american_s08_037.wav,american
american/speaker_08/american_s08_124.wav,american
bangla/speaker_02/bangla_s02_083.wav,bangla
indian/speaker_01/indian_s01_515.wav,indian
american/speaker_07/american_s07_663.wav,american
american/speaker_04/american_s04_001.wav,american
american/speaker_08/american_s08_496.wav,american
bangla/speaker_02/bangla_s02_435.wav,bangla
bangla/speaker_02/bangla_s02_440.wav,bangla
indian/speaker_02/indian_s02_473.wav,indian
indian/speaker_02/indian_s02_160.wav,indian
malayalam/speaker_03/malayalam_s03_062.wav,malayalam
malayalam/speaker_03/malayalam_s03_430.wav,malayalam
american/speaker_04/american_s04_521.wav,american
malayalam/speaker_02/malayalam_s02_155.wav,malayalam
indian/speaker_02/indian_s02_145.wav,indian
odiya/speaker_01/odiya_s01_376.wav,odiya
american/speaker_02/american_s02_075.wav,american
telugu/speaker_01/telugu_s01_689.wav,telugu
american/speaker_04/american_s04_465.wav,american
american/speaker_06/american_s06_347.wav,american
welsh/speaker_01/welsh_s01_735.wav,welsh
malayalam/speaker_02/malayalam_s02_476.wav,malayalam
malayalam/speaker_01/malayalam_s01_252.wav,malayalam
odiya/speaker_01/odiya_s01_509.wav,odiya
telugu/speaker_02/telugu_s02_032.wav,telugu
welsh/speaker_01/welsh_s01_288.wav,welsh
american/speaker_04/american_s04_559.wav,american
bangla/speaker_01/bangla_s01_403.wav,bangla
telugu/speaker_02/telugu_s02_325.wav,telugu
british/speaker_02/british_s02_601.wav,british
american/speaker_07/american_s07_488.wav,american
welsh/speaker_01/welsh_s01_596.wav,welsh
american/speaker_03/american_s03_120.wav,american
indian/speaker_01/indian_s01_552.wav,indian
malayalam/speaker_02/malayalam_s02_464.wav,malayalam
indian/speaker_02/indian_s02_673.wav,indian
telugu/speaker_02/telugu_s02_428.wav,telugu
bangla/speaker_01/bangla_s01_203.wav,bangla
malayalam/speaker_01/malayalam_s01_369.wav,malayalam
malayalam/speaker_01/malayalam_s01_066.wav,malayalam
telugu/speaker_01/telugu_s01_639.wav,telugu
bangla/speaker_01/bangla_s01_578.wav,bangla
malayalam/speaker_02/malayalam_s02_489.wav,malayalam
bangla/speaker_01/bangla_s01_576.wav,bangla
american/speaker_04/american_s04_499.wav,american
telugu/speaker_02/telugu_s02_592.wav,telugu
australian/speaker_02/australian_s02_151.wav,australian
australian/speaker_01/australian_s01_189.wav,australian
american/speaker_05/american_s05_631.wav,american
bangla/speaker_01/bangla_s01_662.wav,bangla
american/speaker_04/american_s04_194.wav,american
indian/speaker_01/indian_s01_004.wav,indian
indian/speaker_01/indian_s01_738.wav,indian
malayalam/speaker_01/malayalam_s01_488.wav,malayalam
american/speaker_06/american_s06_686.wav,american
british/speaker_02/british_s02_365.wav,british
welsh/speaker_01/welsh_s01_643.wav,welsh
malayalam/speaker_01/malayalam_s01_442.wav,malayalam
malayalam/speaker_03/malayalam_s03_032.wav,malayalam
telugu/speaker_02/telugu_s02_616.wav,telugu
telugu/speaker_02/telugu_s02_029.wav,telugu
australian/speaker_02/australian_s02_318.wav,australian
american/speaker_02/american_s02_647.wav,american
american/speaker_02/american_s02_623.wav,american
indian/speaker_01/indian_s01_691.wav,indian
bangla/speaker_01/bangla_s01_667.wav,bangla
telugu/speaker_02/telugu_s02_636.wav,telugu
telugu/speaker_02/telugu_s02_283.wav,telugu
american/speaker_04/american_s04_653.wav,american
welsh/speaker_01/welsh_s01_693.wav,welsh
american/speaker_08/american_s08_537.wav,american
american/speaker_08/american_s08_413.wav,american
malayalam/speaker_01/malayalam_s01_541.wav,malayalam
american/speaker_04/american_s04_281.wav,american
odiya/speaker_01/odiya_s01_567.wav,odiya
american/speaker_02/american_s02_691.wav,american
american/speaker_02/american_s02_259.wav,american
telugu/speaker_01/telugu_s01_596.wav,telugu
telugu/speaker_02/telugu_s02_479.wav,telugu
british/speaker_02/british_s02_594.wav,british
telugu/speaker_02/telugu_s02_366.wav,telugu
australian/speaker_01/australian_s01_495.wav,australian
american/speaker_01/american_s01_586.wav,american
australian/speaker_02/australian_s02_009.wav,australian
american/speaker_05/american_s05_345.wav,american
telugu/speaker_02/telugu_s02_228.wav,telugu
american/speaker_04/american_s04_034.wav,american
malayalam/speaker_02/malayalam_s02_688.wav,malayalam
welsh/speaker_01/welsh_s01_222.wav,welsh
bangla/speaker_01/bangla_s01_498.wav,bangla
british/speaker_02/british_s02_728.wav,british
malayalam/speaker_02/malayalam_s02_687.wav,malayalam
indian/speaker_01/indian_s01_139.wav,indian
british/speaker_01/british_s01_081.wav,british
american/speaker_03/american_s03_018.wav,american
odiya/speaker_01/odiya_s01_302.wav,odiya
telugu/speaker_01/telugu_s01_374.wav,telugu
american/speaker_07/american_s07_578.wav,american
odiya/speaker_01/odiya_s01_139.wav,odiya
odiya/speaker_01/odiya_s01_086.wav,odiya
bangla/speaker_02/bangla_s02_359.wav,bangla
american/speaker_08/american_s08_681.wav,american
indian/speaker_01/indian_s01_711.wav,indian
welsh/speaker_01/welsh_s01_423.wav,welsh
american/speaker_05/american_s05_449.wav,american
american/speaker_03/american_s03_148.wav,american
malayalam/speaker_01/malayalam_s01_581.wav,malayalam
bangla/speaker_01/bangla_s01_734.wav,bangla
bangla/speaker_01/bangla_s01_705.wav,bangla
american/speaker_04/american_s04_338.wav,american
australian/speaker_02/australian_s02_140.wav,australian
malayalam/speaker_02/malayalam_s02_503.wav,malayalam
american/speaker_05/american_s05_022.wav,american
british/speaker_02/british_s02_337.wav,british
telugu/speaker_01/telugu_s01_031.wav,telugu
australian/speaker_02/australian_s02_337.wav,australian
malayalam/speaker_02/malayalam_s02_267.wav,malayalam
telugu/speaker_01/telugu_s01_558.wav,telugu
welsh/speaker_01/welsh_s01_675.wav,welsh
american/speaker_04/american_s04_121.wav,american
bangla/speaker_01/bangla_s01_228.wav,bangla
odiya/speaker_01/odiya_s01_645.wav,odiya
american/speaker_07/american_s07_023.wav,american
australian/speaker_01/australian_s01_552.wav,australian
american/speaker_08/american_s08_201.wav,american
british/speaker_01/british_s01_369.wav,british
telugu/speaker_01/telugu_s01_261.wav,telugu
malayalam/speaker_01/malayalam_s01_413.wav,malayalam
american/speaker_07/american_s07_121.wav,american
malayalam/speaker_03/malayalam_s03_882.wav,malayalam
american/speaker_01/american_s01_588.wav,american
american/speaker_03/american_s03_054.wav,american
malayalam/speaker_01/malayalam_s01_561.wav,malayalam
australian/speaker_01/australian_s01_269.wav,australian
australian/speaker_02/australian_s02_305.wav,australian
malayalam/speaker_02/malayalam_s02_533.wav,malayalam
australian/speaker_02/australian_s02_489.wav,australian
australian/speaker_01/australian_s01_571.wav,australian
american/speaker_03/american_s03_164.wav,american
bangla/speaker_01/bangla_s01_409.wav,bangla
malayalam/speaker_01/malayalam_s01_390.wav,malayalam
