file,label
speakers/pp3/spchdatadir/recording21/Voice_2.wav,recording21
speakers/pp3/spchdatadir/recording21/Voice.wav,recording21
speakers/pp3/spchdatadir/recording21/Voice_13.wav,recording21
speakers/pp3/spchdatadir/recording21/Voice_12.wav,recording21
speakers/pp3/spchdatadir/recording21/Voice_14.wav,recording21
speakers/pp3/spchdatadir/recording21/Voice_3.wav,recording21
speakers/pp3/spchdatadir/recording21/Voice_11.wav,recording21
speakers/pp3/spchdatadir/recording21/Voice_9.wav,recording21
speakers/pp3/spchdatadir/recording21/Voice_5.wav,recording21
speakers/pp3/spchdatadir/recording7/Voice_2.wav,recording7
speakers/pp3/spchdatadir/recording7/Voice.wav,recording7
speakers/pp3/spchdatadir/recording7/Voice_13.wav,recording7
speakers/pp3/spchdatadir/recording7/Voice_12.wav,recording7
speakers/pp3/spchdatadir/recording7/Voice_14.wav,recording7
speakers/pp3/spchdatadir/recording7/Voice_3.wav,recording7
speakers/pp3/spchdatadir/recording7/Voice_11.wav,recording7
speakers/pp3/spchdatadir/recording7/Voice_9.wav,recording7
speakers/pp3/spchdatadir/recording7/Voice_5.wav,recording7
speakers/pp3/spchdatadir/recording8/Voice_2.wav,recording8
speakers/pp3/spchdatadir/recording8/Voice.wav,recording8
speakers/pp3/spchdatadir/recording8/Voice_13.wav,recording8
speakers/pp3/spchdatadir/recording8/Voice_12.wav,recording8
speakers/pp3/spchdatadir/recording8/Voice_14.wav,recording8
speakers/pp3/spchdatadir/recording8/Voice_3.wav,recording8
speakers/pp3/spchdatadir/recording8/Voice_11.wav,recording8
speakers/pp3/spchdatadir/recording8/Voice_9.wav,recording8
speakers/pp3/spchdatadir/recording8/Voice_5.wav,recording8
speakers/pp3/spchdatadir/recording4/Voice_2.wav,recording4
speakers/pp3/spchdatadir/recording4/Voice.wav,recording4
speakers/pp3/spchdatadir/recording4/Voice_13.wav,recording4
speakers/pp3/spchdatadir/recording4/Voice_12.wav,recording4
speakers/pp3/spchdatadir/recording4/Voice_14.wav,recording4
speakers/pp3/spchdatadir/recording4/Voice_3.wav,recording4
speakers/pp3/spchdatadir/recording4/Voice_11.wav,recording4
speakers/pp3/spchdatadir/recording4/Voice_9.wav,recording4
speakers/pp3/spchdatadir/recording4/Voice_5.wav,recording4
speakers/pp3/spchdatadir/recording27/Voice_2.wav,recording27
speakers/pp3/spchdatadir/recording27/Voice.wav,recording27
speakers/pp3/spchdatadir/recording27/Voice_13.wav,recording27
speakers/pp3/spchdatadir/recording27/Voice_12.wav,recording27
speakers/pp3/spchdatadir/recording27/Voice_14.wav,recording27
speakers/pp3/spchdatadir/recording27/Voice_3.wav,recording27
speakers/pp3/spchdatadir/recording27/Voice_11.wav,recording27
speakers/pp3/spchdatadir/recording27/Voice_9.wav,recording27
speakers/pp3/spchdatadir/recording27/Voice_5.wav,recording27
speakers/pp3/spchdatadir/recording1/Voice_2.wav,recording1
speakers/pp3/spchdatadir/recording1/Voice.wav,recording1
speakers/pp3/spchdatadir/recording1/Voice_13.wav,recording1
speakers/pp3/spchdatadir/recording1/Voice_12.wav,recording1
speakers/pp3/spchdatadir/recording1/Voice_14.wav,recording1
speakers/pp3/spchdatadir/recording1/Voice_3.wav,recording1
speakers/pp3/spchdatadir/recording1/Voice_11.wav,recording1
speakers/pp3/spchdatadir/recording1/Voice_9.wav,recording1
speakers/pp3/spchdatadir/recording1/Voice_5.wav,recording1
speakers/pp3/spchdatadir/recording11/Voice_2.wav,recording11
speakers/pp3/spchdatadir/recording11/Voice.wav,recording11
speakers/pp3/spchdatadir/recording11/Voice_13.wav,recording11
speakers/pp3/spchdatadir/recording11/Voice_12.wav,recording11
speakers/pp3/spchdatadir/recording11/Voice_14.wav,recording11
speakers/pp3/spchdatadir/recording11/Voice_3.wav,recording11
speakers/pp3/spchdatadir/recording11/Voice_11.wav,recording11
speakers/pp3/spchdatadir/recording11/Voice_9.wav,recording11
speakers/pp3/spchdatadir/recording11/Voice_5.wav,recording11
speakers/pp3/spchdatadir/recording15/Voice_2.wav,recording15
speakers/pp3/spchdatadir/recording15/Voice.wav,recording15
speakers/pp3/spchdatadir/recording15/Voice_13.wav,recording15
speakers/pp3/spchdatadir/recording15/Voice_12.wav,recording15
speakers/pp3/spchdatadir/recording15/Voice_14.wav,recording15
speakers/pp3/spchdatadir/recording15/Voice_3.wav,recording15
speakers/pp3/spchdatadir/recording15/Voice_11.wav,recording15
speakers/pp3/spchdatadir/recording15/Voice_9.wav,recording15
speakers/pp3/spchdatadir/recording15/Voice_5.wav,recording15
